GameID,class,Age,HoursPerWeek,TotalHours,APM,SelectByHotkeys,AssignToHotkeys,UniqueHotkeys,MinimapAttacks,MinimapRightClicks,NumberOfPACs,GapBetweenPACs,ActionLatency,ActionsInPAC,TotalMapExplored,WorkersMade,UniqueUnitsMade,ComplexUnitsMade,ComplexAbilitiesUsed
3738,2,19,6,40,58.515,0.000835,0.000084,2,0.000111,0.000056,0.001782,88.9524,121.5,5.6875,11,0.000418,2,0,0
3341,2,27,8,200,78.831,0.000011,0.000074,2,0,0.000074,0.002939,48.5921,82.0719,5.1871,29,0.000856,7,0,0
758,2,23,12,100,45.3894,0.000485,0.000075,4,0.000108,0.000151,0.003188,73.1797,81.527,2.5608,23,0.000797,6,0,0
9021,1,28,2,30,98.7384,0.00292,0.000294,1,0.000158,0.00034,0.001426,72.5806,115.746,11.0159,17,0.00206,5,0,0
819,2,18,24,300,65.8302,0.000975,0.000159,0,0,0.000295,0.002108,64.2609,71.5269,5.3978,11,0.000861,6,0,0
7804,1,21,10,500,73.1424,0.00003,0.00003,1,0,0.00003,0.002108,70.7246,83.0216,6.4173,15,0.001016,5,0,0
10069,8,NULL,NULL,NULL,313.908,0.019537,0.001214,4,0.000318,0.000607,0.005879,8.1642,26.0918,6.7885,26,0.001321,8,0.000106,0.000443
5547,5,17,10,350,146.7372,0.006611,0.000269,4,0.000042,0.000184,0.003568,27.4263,55.0952,5.9048,19,0.00126,5,0,0
2188,7,19,56,500,129.9048,0.007969,0.000652,6,0.000223,0.000223,0.003945,38.7879,51.7823,4.3528,25,0.000835,9,0.000286,0.000231
7090,3,25,8,500,81.5616,0.004031,0.00053,4,0,0.000265,0.003448,34.2016,69.7231,3.3385,17,0.000769,6,0,0.000106
6393,7,22,56,3000,169.6974,0.004626,0.000517,6,0.00012,0.000397,0.006112,25.5613,35.2326,4.3308,30,0.001357,7,0.000323,0.000443
10001,8,NULL,NULL,NULL,189.7404,0.004582,0.000655,4,0.000073,0.000618,0.006291,23.513,32.5665,4.4451,25,0.002218,6,0,0
10005,8,NULL,NULL,NULL,287.8128,0.02904,0.001041,9,0.000231,0.000656,0.005399,31.6416,36.1143,4.5893,34,0.001138,6,0.000058,0
7258,7,23,56,2400,171.7614,0.006926,0.000657,8,0.00018,0.000949,0.005066,23.7598,37.6891,5.6487,34,0.000533,9,0.000223,0.002685
1514,6,19,42,2500,147.96,0.002962,0.000519,7,0.000081,0.000417,0.006097,23.8127,36.6077,3.975,29,0.001934,9,0.000102,0.000305
8941,2,18,24,730,64.8402,0.002322,0.000491,5,0.000227,0.000283,0.00219,63.687,81.3103,4.6379,23,0.000566,6,0,0.000057
5155,6,16,28,2100,185.2836,0.006147,0.000233,5,0.000102,0.000029,0.002214,22.1192,50.4737,12.9079,14,0.00083,3,0,0
3257,4,17,6,200,83.7276,0.000847,0.000208,1,0.000032,0.000592,0.003741,45.3562,58.9573,4.0299,18,0.000719,7,0,0.000112
4273,2,16,14,200,36.24774,0.000077,0.000022,1,0,0.000099,0.00227,78.8683,103.9029,2.9272,15,0.000165,5,0,0.000011
1564,4,19,6,150,130.0584,0.006263,0.000448,2,0,0.000008,0.004421,45.3487,57.8126,4.2696,26,0.000964,7,0.000152,0.000051
2129,3,27,14,300,106.695,0.003,0.00019,4,0,0.000095,0.00341,69.0196,64.6257,5.067,23,0.000695,8,0,0
1314,2,30,4,500,59.1138,0.001186,0.000142,3,0.000012,0.000178,0.00236,72.3838,87.9196,4.2362,16,0.000617,6,0,0
9131,6,17,6,148,125.3328,0.006846,0.000647,4,0,0.000243,0.003544,36.3359,64.6844,4.7414,20,0.000822,7,0,0.000243
10073,8,NULL,NULL,NULL,312.9804,0.026327,0.000266,6,0,0.000207,0.005053,14.6118,30.7836,6.193,10,0.001802,4,0,0.00003
7478,3,17,20,400,132.8898,0.003458,0.000279,5,0,0.000149,0.003347,35.933,62.4444,6.3167,14,0.003737,6,0,0
5057,1,26,10,12,30.6366,0.000499,0.000089,4,0,0.000064,0.001819,91.4311,113.2389,3.0133,18,0.000435,8,0,0.000008
5604,7,16,28,500,201.435,0.008216,0.00038,7,0.000276,0.000564,0.004234,32.7302,46.9022,6.8641,29,0.001876,8,0.000173,0.000288
10046,8,NULL,NULL,NULL,334.524,0.017742,0.001548,6,0.000384,0.004041,0.00778,13.5401,28.2243,5.6862,29,0.002161,9,0.000145,0.000073
8196,1,16,24,730,28.1118,0.000575,0.00007,5,0,0,0.001507,160.9535,168.9249,3.1792,17,0.000714,3,0,0
8975,2,19,14,200,76.164,0.00075,0.00009,0,0,0.00071,0.003119,40,73.6538,4.5288,23,0.00078,6,0.00042,0.00051
2527,6,22,42,1460,134.2086,0.003995,0.000595,4,0.000204,0.000439,0.003415,36.6267,53.7248,6.3716,19,0.002052,6,0,0
6351,3,20,6,200,114.2166,0.002354,0.000242,10,0.000074,0.001829,0.002365,37.25,92.8711,8.68,21,0.001303,6,0,0.000032
4341,4,20,10,800,69.5274,0.00047,0.000278,1,0,0.000106,0.003148,56.5872,83.1829,4.0305,33,0.000825,9,0.000077,0.000038
1623,5,21,10,730,138.0774,0.004787,0.000455,7,0.000036,0.000179,0.003813,36.9484,52.815,5.9251,23,0.00109,8,0.00025,0.001572
10021,8,NULL,NULL,NULL,189.5778,0.007559,0.000487,10,0.000606,0.000566,0.005821,22.0317,36.733,4.905,28,0.00054,5,0,0
3125,7,21,8,400,157.6344,0.008552,0.000698,9,0.000013,0.000577,0.004659,22.4855,48.5764,4.513,25,0.000712,6,0,0
9253,4,19,12,500,216.4782,0.017363,0.000617,3,0.00006,0.000388,0.00394,36.8101,54.6162,6.5126,24,0.001503,9,0,0.00001
1369,2,16,28,200,46.1016,0.000148,0.000021,1,0,0.000042,0.002264,75.3585,104.2243,3.8131,14,0.000423,4,0,0
2885,3,17,8,125,87.4092,0.000751,0.000188,4,0,0.000532,0.00313,45.2121,84.76,4.96,9,0.000814,3,0,0
1830,1,16,10,200,92.2266,0.000641,0.00009,4,0,0.000191,0.0027,54.0921,63.6,6.1917,17,0.000304,8,0,0.000011
1969,3,20,12,500,52.2006,0.001564,0.000329,7,0.000016,0.000132,0.002255,72.8529,115.7372,3.8175,11,0.000807,6,0,0
3938,3,23,4,500,57.8586,0.001485,0.000355,0,0.000182,0.00072,0.002214,47.9174,97.251,4.5473,19,0.000702,7,0,0.000118
1156,2,16,42,650,76.1514,0.000196,0.000039,2,0,0.000589,0.002672,48.9778,62.9706,5.3676,18,0.00055,5,0,0.000039
1008,4,23,36,2000,98.4858,0.002192,0.00048,2,0.000137,0.000438,0.004097,42.0403,60.1472,3.7023,22,0.000671,6,0,0.000014
2233,3,17,8,540,152.7588,0.0072,0.000241,2,0.000034,0.002274,0.001722,19.1837,90.88,12.68,8,0.000861,3,0,0
5596,3,17,20,650,105.8082,0.001767,0.000197,6,0,0.000505,0.003336,46.2706,67.9737,5.4079,30,0.000856,8,0,0
5576,4,21,12,650,101.5134,0.00179,0.000264,5,0.000176,0.000616,0.002377,26.4,69.1852,7.0741,13,0.000939,4,0,0
8391,6,25,4,840,74.469,0.002444,0.000418,7,0.000157,0.000564,0.00378,45.1856,62.5193,3.2569,27,0.000773,7,0,0.000292
8643,6,16,12,800,110.1918,0.003365,0.000425,6,0.000103,0.000241,0.003205,25.5108,53.4767,5.7025,20,0.001011,9,0.000195,0.000253
6263,4,23,24,650,173.454,0.007123,0.000879,5,0.000093,0.000289,0.005088,26.1868,35.1364,5.075,20,0.001029,7,0.00015,0.000058
4987,6,26,6,525,130.7844,0.003426,0.000478,6,0.000108,0.000478,0.002978,27.8333,46.0104,7.1503,15,0.000787,5,0,0
4263,1,23,4,20,53.4696,0.000396,0.00006,3,0.000048,0.000432,0.001644,86.3529,132.2628,6.1241,19,0.00102,6,0,0
2472,3,18,10,300,99.705,0.002242,0.000301,7,0.00001,0.000488,0.00357,53.4111,63.314,4.7384,24,0.001069,9,0.000187,0.000052
3671,3,22,10,500,127.4898,0.004203,0.000343,7,0,0.000311,0.003173,34.5285,56.3918,6.2629,20,0.000998,7,0.000131,0.000065
10015,8,NULL,NULL,NULL,274.2552,0.018121,0.001264,8,0.000053,0.000975,0.007111,10.6419,24.3556,4.387,28,0.001106,6,0,0
7253,4,20,10,500,93.8982,0.002023,0.000386,3,0.000177,0.00048,0.003367,41.3416,60.9907,4.7245,26,0.001752,10,0.000042,0.000052
316,5,20,18,770,193.6086,0.007318,0.000652,7,0.000101,0.00058,0.005304,17.9945,39.1803,5.6421,28,0.002869,6,0,0
7956,5,18,28,1400,139.827,0.003514,0.000394,2,0.000063,0.001455,0.00369,52.4885,50.3848,6.3524,23,0.000865,9,0.000197,0.000956
2826,5,21,28,1200,131.4936,0.005583,0.000175,3,0.000368,0.000193,0.003868,53.6909,54.0814,4.8507,18,0.001348,5,0,0
4410,4,21,24,550,124.6182,0.002907,0.000561,4,0.000067,0.000584,0.003413,24.3696,55.5395,5.9704,20,0.000988,6,0,0.000011
363,1,33,4,120,68.6598,0.000302,0.000323,0,0,0.000062,0.002396,48.6812,87.513,5.413,23,0.000542,6,0,0.000208
10064,8,NULL,NULL,NULL,256.5888,0.019592,0.00058,8,0.000416,0.000357,0.005812,17.0462,34.3734,5.0563,19,0.001308,7,0,0
398,7,24,16,1250,216.6852,0.011957,0.000396,6,0.000528,0.000839,0.005691,21.6119,32.6225,5.0083,33,0.000688,8,0.000038,0
6715,6,18,36,2000,106.887,0.00281,0.000396,1,0,0.000388,0.003432,28.3113,54.08,5.1459,26,0.000654,10,0,0.000137
4421,2,21,10,220,70.3086,0.002049,0.000166,5,0.000098,0.000068,0.002561,79.1386,70.0941,4.3853,23,0.000655,9,0,0
6138,6,16,14,600,139.824,0.007269,0.000373,5,0.00005,0.000921,0.00361,43.8611,61.9862,5.1241,9,0.000797,4,0,0
8570,5,18,28,800,99.9498,0.003375,0.000602,5,0.000073,0.000176,0.003096,28.3238,55.981,5.0095,12,0.001071,6,0,0.000176
796,6,23,28,1260,240.7638,0.02202,0.000458,5,0.000086,0.000629,0.004004,33.2086,66.8857,5.7857,14,0.002946,4,0,0
3966,6,17,30,1000,205.4028,0.008444,0.000699,9,0.000104,0.000344,0.005574,20.7805,31.6554,5.1498,24,0.000835,8,0,0.000104
3641,6,26,8,800,186.1506,0.013558,0.000941,9,0.000042,0.000106,0.005168,28.2377,38.6912,4.045,27,0.00075,8,0,0
8748,2,23,12,300,98.652,0.001914,0.000467,2,0.000019,0.000458,0.003072,30.7439,72.1337,5.5046,28,0.00056,10,0.000028,0.000037
5883,1,33,12,30,46.542,0.001089,0.000239,3,0.00001,0.000115,0.00232,58.2149,111.0288,3.4691,20,0.000411,6,0,0
5323,1,18,28,200,49.7424,0.000366,0.000137,6,0.000033,0.000673,0.001915,75.9863,103.1399,4.8191,24,0.00034,9,0.000078,0
600,1,17,12,300,89.031,0.00071,0.000153,1,0,0.000139,0.003105,53.5856,63.426,5.1435,26,0.001434,5,0,0
4820,4,27,30,125,75.5628,0.00156,0.000307,4,0.000035,0.000096,0.002681,41.6656,84.9542,5.219,22,0.001481,5,0.000263,0.00014
10064,8,NULL,NULL,NULL,256.5888,0.019592,0.00058,8,0.000416,0.000357,0.005812,17.0462,34.3734,5.0563,19,0.001308,7,0,0
1310,4,21,10,150,126.1386,0.002854,0.000505,5,0.00003,0.000733,0.003429,24.4522,57.2601,6.5058,27,0.001229,7,0.000228,0.000178
5668,2,23,6,100,54.915,0.000126,0.000111,5,0,0.000174,0.002591,36.0245,83.6829,4.0183,20,0.000363,4,0,0
10017,8,NULL,NULL,NULL,245.8188,0.010471,0.000841,10,0.000657,0.001314,0.005031,14.5518,36.7134,7.1943,33,0.001474,11,0.00004,0.000048
4269,1,26,16,30,35.0388,0.001375,0.000145,5,0,0.000043,0.002606,73.2067,96.7556,2.0389,16,0.000478,5,0,0
3257,4,17,6,200,83.7276,0.000847,0.000208,1,0.000032,0.000592,0.003741,45.3562,58.9573,4.0299,18,0.000719,7,0,0.000112
6432,2,27,14,350,55.9146,0.000203,0.000048,4,0.000012,0.000299,0.002354,45.5714,76.4061,4.5533,22,0.002773,5,0,0.00006
5597,3,16,12,300,75.3048,0.001202,0.000064,3,0.000128,0.00046,0.002737,65.1643,89.7196,4.3879,30,0.000998,7,0,0
4320,2,16,10,10,44.97,0.001562,0.000134,4,0,0,0.001741,156.6234,110.6154,3.8462,18,0.000647,5,0,0
3761,4,21,12,300,69.5874,0.001251,0.000491,1,0.000015,0.000328,0.003678,39.8049,60.1296,3.3077,17,0.000774,7,0,0
7991,5,27,10,700,222.7338,0.009558,0.000543,6,0.000063,0.00148,0.003511,21.6449,41.5516,9.1076,27,0.001047,6,0,0.000008
10036,8,NULL,NULL,NULL,325.1154,0.02979,0.001338,10,0.000059,0.000357,0.005381,15.4571,40.3646,5.7652,22,0.000907,7,0,0
1753,3,26,2,200,57.9156,0.001415,0.000136,5,0.000073,0.000327,0.001588,80.3218,128.16,6.2286,23,0.000544,7,0,0
1173,1,26,8,50,31.33314,0.000149,0.000066,4,0,0.000349,0.002531,111.1842,100.6295,2.3246,25,0.000166,7,0,0.000108
3311,3,24,4,400,64.104,0.001599,0.000261,0,0.000077,0.000523,0.001769,34.5965,89.3565,6.1304,19,0.001092,6,0,0.000015
3153,6,19,42,1000,264.3282,0.02591,0.000582,4,0.000092,0.000306,0.002756,45.7079,54.6667,8.6556,15,0.001194,4,0,0
762,4,18,10,600,58.947,0.000098,0.000059,0,0,0.000177,0.002001,64.5545,85.4902,5.6765,14,0.000687,4,0,0.00002
4855,3,31,8,400,85.959,0.001196,0.000389,1,0.000014,0.000432,0.002414,52.5412,90.5689,6.5249,20,0.001062,8,0,0.000007
8354,4,18,24,1500,121.7664,0.001948,0.000092,1,0.000026,0.000447,0.002895,32.8219,58.7091,6.6455,11,0.000276,6,0,0.000013
5777,1,20,8,100,73.7214,0.001415,0.000456,2,0,0.000243,0.002419,75.5696,96.5535,5.4277,12,0.001126,7,0.000046,0.000046
6189,3,21,8,400,102.195,0.001469,0.000133,10,0,0.00005,0.003154,37.277,68.3053,5.7947,21,0.001154,11,0.000149,0.000141
10047,8,NULL,NULL,NULL,175.5936,0.01268,0.000934,9,0.000098,0.00101,0.005265,27.1322,43.7278,3.8371,24,0.000575,5,0,0
6177,7,21,6,500,115.7556,0.002693,0.000478,5,0.000326,0.000513,0.004406,20.4244,51.3333,4.3783,22,0.000711,7,0,0.000221
8138,4,31,24,1800,70.5852,0.001128,0.000231,5,0.000037,0.000139,0.002829,43.082,78.732,4.6307,24,0.000777,10,0.000074,0.000092
5663,1,19,20,350,34.278,0.000557,0.000186,4,0,0.000039,0.002198,118.1607,93.2089,2.7156,21,0.000664,6,0,0.000039
357,7,21,24,1000,286.4538,0.017852,0.000717,6,0.000049,0.001298,0.006206,20.4232,30.9801,5.7171,30,0.001372,6,0,0
7438,6,22,56,1500,118.122,0.005692,0.001054,6,0.000158,0.000387,0.00397,48.8711,49.7345,4.1726,25,0.000457,3,0,0
560,5,17,14,600,99.5436,0.001524,0.000353,5,0.000032,0.000417,0.003481,38.7407,51.871,5.212,24,0.000882,4,0,0.000241
1096,7,19,56,1700,130.86,0.003419,0.000552,5,0.000104,0.000069,0.003108,18.7416,52.3111,6.6667,15,0.000932,5,0,0
8283,5,22,20,500,118.8228,0.002019,0.000221,6,0,0.0003,0.003975,43.7769,57.8254,4.9524,26,0.001908,6,0,0
8665,5,26,24,1560,112.6362,0.005455,0.000606,2,0,0,0.004316,32.3932,55.6936,3.6723,21,0.000937,4,0,0
8331,4,18,28,300,98.1684,0.004152,0.000356,0,0,0.000071,0.002895,36.3967,71.377,4.9754,14,0.000736,3,0,0
1814,2,34,8,400,35.3136,0.001164,0.000068,6,0.000183,0.000034,0.002395,84.4306,107.1638,2.3955,20,0.000359,9,0.000041,0.00002
6978,2,19,8,100,54.0606,0.000028,0.000028,1,0,0.000057,0.002933,93.6078,83.068,3.1553,14,0.000541,5,0,0
600,1,17,12,300,89.031,0.00071,0.000153,1,0,0.000139,0.003105,53.5856,63.426,5.1435,26,0.001434,5,0,0
10072,8,NULL,NULL,NULL,243.7134,0.017195,0.000711,6,0.000666,0.000426,0.005594,21.8795,30.5722,5.1136,25,0.000576,8,0,0
4699,7,23,14,750,166.5456,0.006804,0.000361,6,0.000764,0.000605,0.004065,18.4845,49.2562,6.1219,26,0.000664,7,0,0
6248,5,26,14,1260,114.3828,0.007272,0.000555,6,0,0.00022,0.004278,58.5583,60.6811,3.2568,27,0.000902,7,0.000069,0.000058
5289,7,16,28,2500,185.3424,0.010909,0.000918,5,0.000375,0.000136,0.004505,28.0093,44.2593,5.3333,31,0.000803,6,0.000386,0.00024
3619,4,29,4,180,97.179,0.002191,0.000423,2,0.000151,0.000106,0.003007,29.4747,65.2261,5.5477,25,0.001814,6,0,0
1314,2,30,4,500,59.1138,0.001186,0.000142,3,0.000012,0.000178,0.00236,72.3838,87.9196,4.2362,16,0.000617,6,0,0
6288,2,22,12,300,57.5388,0.001914,0.000461,0,0.000043,0.000086,0.001727,50.8235,106.3667,5.9417,13,0.000604,6,0,0
3141,3,17,8,250,62.5908,0.000919,0.000281,5,0.000128,0.000995,0.002144,82.3614,89.9048,5.2024,14,0.00074,3,0,0
4699,7,23,14,750,166.5456,0.006804,0.000361,6,0.000764,0.000605,0.004065,18.4845,49.2562,6.1219,26,0.000664,7,0,0
4770,4,20,6,250,95.5632,0.00174,0.000245,5,0,0.000177,0.003072,43.0044,59.115,5.2699,25,0.000666,6,0.000082,0.000082
6177,7,21,6,500,115.7556,0.002693,0.000478,5,0.000326,0.000513,0.004406,20.4244,51.3333,4.3783,22,0.000711,7,0,0.000221
3983,2,34,14,270,37.4478,0.000682,0.00013,2,0.000078,0.000225,0.001909,61.8182,121.0498,3.5023,20,0.000406,9,0,0.00006
10021,8,NULL,NULL,NULL,189.5778,0.007559,0.000487,10,0.000606,0.000566,0.005821,22.0317,36.733,4.905,28,0.00054,5,0,0
8048,7,22,28,2700,179.7546,0.005395,0.000583,8,0.000885,0.000439,0.005214,24.1628,40.1626,5.3062,53,0.000621,8,0,0
2279,5,27,16,300,165.6168,0.004301,0.000526,4,0.000901,0.000826,0.004348,21.4459,45.7883,6.4752,22,0.001061,10,0.000169,0.001071
1339,3,22,24,800,91.4178,0.001185,0.000106,3,0,0,0.002741,63.0649,81.0581,5.8581,20,0.000725,5,0,0
7909,2,25,4,150,37.5,0.000366,0.000195,2,0.000073,0.000146,0.001195,44.5,102.449,5.7143,8,0.00061,3,0,0
2518,5,19,20,730,136.7616,0.003003,0.000114,1,0,0.000125,0.003439,22.7273,56.423,6.565,18,0.000686,5,0,0
10090,8,NULL,NULL,NULL,314.67,0.028043,0.001157,10,0.000246,0.001083,0.004259,14.3023,36.1156,7.1965,16,0.000788,4,0,0
4754,7,18,98,700,236.0316,0.015664,0.001015,10,0.000366,0.001632,0.006487,18.7787,29.9871,4.3371,25,0.001507,8,0,0
2253,2,27,8,50,84.489,0.00456,0.000267,3,0.000021,0.000393,0.003323,76.7712,73.5307,3.7949,29,0.000632,8,0,0
160,3,19,6,150,64.6416,0.000672,0.000336,1,0.000154,0.000203,0.002759,53.5776,78.2944,4.2284,41,0.000637,6,0.00007,0.000063
3423,1,23,10,100,78.1968,0.000409,0.000049,4,0.000185,0.000156,0.002572,51.27,71.3485,5.5795,14,0.00039,7,0.000039,0.00001
1463,7,17,56,1600,202.0026,0.01307,0.000816,4,0.000149,0.000378,0.006615,20.0964,33.9368,3.7699,25,0.001154,7,0,0
10063,8,NULL,NULL,NULL,364.8504,0.042576,0.000996,8,0.000176,0.000146,0.004687,19.9499,41.1417,5.6167,18,0.000674,7,0,0
4700,4,21,28,550,152.8224,0.004376,0.000443,5,0.000197,0.001565,0.004016,48.0736,46.7673,6.0347,29,0.002303,8,0,0.000082
212,5,17,56,540,199.6854,0.005146,0.000453,1,0.000032,0.000291,0.00479,25.3831,33.9054,6.7095,29,0.002088,7,0,0.000016
3210,1,32,20,750,94.2588,0.006837,0.00008,6,0,0.000289,0.002576,44.4375,75.5514,4.3302,23,0.000465,9,0.000048,0
1676,3,24,4,150,60.7368,0.00198,0.000242,5,0.000023,0.000368,0.002808,72.6914,95.0328,3.2582,15,0.000691,5,0,0
10024,8,NULL,NULL,NULL,299.229,0.026428,0.000951,10,0.000155,0.000929,0.005443,17.0835,33.7398,5.2703,16,0.000697,6,0.000033,0.000011
4555,7,19,28,500,201.2946,0.011939,0.000665,9,0.000726,0.000357,0.005059,19.2195,37.7324,5.1436,31,0.001009,6,0,0
692,2,18,8,400,87.5064,0.001913,0.000386,8,0,0.000105,0.002386,34.4296,85.0588,6.2647,15,0.00186,6,0.000105,0
8896,4,25,36,1000,72.3816,0.001148,0.000281,8,0.000013,0.000166,0.002601,42.9163,94.3529,4.9216,14,0.000434,7,0,0.000077
3572,2,16,12,500,49.4712,0.000188,0.000134,1,0,0.000054,0.002498,34.087,69.0753,3.6667,9,0.000806,3,0,0
3344,1,20,20,300,60.0696,0.000928,0.000314,0,0.000026,0.000274,0.00277,51.8104,76.1698,3.9717,23,0.000457,7,0.000144,0.00017
2924,5,27,10,1000,152.9214,0.004818,0.000713,6,0.000222,0.000396,0.002504,33.4013,47.8228,9.4747,25,0.000935,3,0,0
9003,5,22,10,800,105.2412,0.001038,0.000155,8,0.000012,0.00074,0.003292,32.4655,69.9855,6.1159,27,0.001109,7,0.000095,0.000978
6237,1,20,12,730,172.953,0.013986,0.000667,5,0.000083,0.000083,0.004042,35.2552,51.1065,4.5945,17,0.001375,6,0,0.000625
953,7,25,42,2400,182.6208,0.005607,0.00031,8,0.000203,0.000662,0.005254,24.4969,38.626,5.4065,18,0.001164,7,0,0
6339,3,36,8,500,69.7284,0.002067,0.000334,3,0.00001,0.000182,0.002948,52.3586,85.2096,3.8832,14,0.000486,6,0,0
8563,3,21,8,500,85.4664,0.002502,0.000099,3,0.000074,0.000471,0.00166,52.8485,105.0149,8.1343,12,0.001313,4,0,0
6847,1,35,12,450,46.8606,0.001233,0.000184,4,0,0.000411,0.002456,71.4159,93.9559,3.1982,26,0.000476,10,0.000022,0.000011
974,3,17,20,80,48.8586,0.000948,0.000431,2,0,0.000105,0.002604,68.6347,86.1176,3.4301,20,0.000708,7,0,0.000105
2188,7,19,56,500,129.9048,0.007969,0.000652,6,0.000223,0.000223,0.003945,38.7879,51.7823,4.3528,25,0.000835,9,0.000286,0.000231
9098,7,23,6,240,171.4218,0.003781,0.000443,7,0.000341,0.000721,0.004893,26.1969,39.7313,5.3282,16,0.002643,7,0,0
10047,8,NULL,NULL,NULL,175.5936,0.01268,0.000934,9,0.000098,0.00101,0.005265,27.1322,43.7278,3.8371,24,0.000575,5,0,0
8051,2,24,8,600,104.181,0.00097,0.000251,7,0.000048,0.000742,0.002682,45.0045,73.3214,7.1161,23,0.001233,8,0.000084,0
7935,3,19,12,600,140.1918,0.002555,0.000289,4,0.000018,0.000099,0.00473,32.4054,46.7634,5.0668,52,0.001363,10,0,0
1319,4,28,12,900,52.311,0.000806,0.000269,6,0.000079,0.000275,0.002303,46.234,82.5995,4.1379,29,0.000336,10,0.000153,0.000342
7958,2,21,8,415,66.1422,0.000709,0.000138,6,0.000157,0.001373,0.001782,39.6343,128.0331,6.6851,39,0.000295,4,0,0
9021,1,28,2,30,98.7384,0.00292,0.000294,1,0.000158,0.00034,0.001426,72.5806,115.746,11.0159,17,0.00206,5,0,0
8467,6,22,28,1000,87.8814,0.001145,0.000317,3,0,0.000247,0.001868,43.4667,67.5094,8.3868,17,0.000529,7,0,0.000159
3875,3,19,20,200,91.7244,0.002541,0.000258,4,0,0.000239,0.003168,38.9708,74.6977,4.7326,15,0.000829,5,0,0
8985,2,27,6,300,66.4092,0.001474,0.000098,1,0,0.000131,0.002751,44.0964,89.1429,3.9048,12,0.00072,5,0,0
8048,7,22,28,2700,179.7546,0.005395,0.000583,8,0.000885,0.000439,0.005214,24.1628,40.1626,5.3062,53,0.000621,8,0,0
10075,8,NULL,NULL,NULL,274.6194,0.022497,0.000707,6,0.000163,0.000082,0.004053,20.6757,32.7785,6.9262,15,0.000626,3,0,0
8313,6,24,16,500,143.9214,0.012341,0.000555,5,0.000458,0.000608,0.003262,39.122,62.8757,4.6811,25,0.000696,7,0.000397,0.000423
1924,5,20,14,1000,96.897,0.002323,0.00051,3,0.000225,0.000439,0.004386,23.1545,54.0865,3.7027,26,0.000782,6,0,0.000557
531,6,18,14,500,135.3252,0.003572,0.000302,2,0,0.000317,0.002967,34.5561,47.7864,7.3447,18,0.001195,10,0.000101,0.000403
5099,1,27,4,100,30.9174,0.000293,0.000159,4,0.000012,0.000073,0.002636,70.2326,102.7222,2.2037,15,0.000244,4,0,0.000085
1914,4,21,12,200,127.9884,0.004387,0.000434,1,0.000045,0.000674,0.003399,41.2035,59.9824,5.9692,19,0.000853,5,0,0
3840,2,23,10,800,62.4576,0.002544,0.000215,0,0,0.000215,0.001505,77.0732,102.4762,5.7381,10,0.00086,5,0,0
6289,6,26,2,450,151.4604,0.002171,0.000182,6,0.000196,0.000378,0.004061,23.7232,42.6207,6.4034,16,0.000616,6,0,0
797,5,26,16,250,100.3596,0.002752,0.000492,5,0.000058,0.000145,0.003187,27.7064,68.1455,5.0545,13,0.000695,4,0,0.000087
6425,4,20,4,300,135.2568,0.00452,0.000663,6,0.000011,0.00054,0.003766,22.3952,62.0657,5.5522,22,0.000854,7,0,0.000337
10030,8,NULL,NULL,NULL,275.8632,0.019502,0.001449,10,0.000306,0.000386,0.007569,18.1407,24.0936,4.1723,15,0.001031,5,0,0
6804,6,23,2,200,147.0018,0.004083,0.000476,5,0.00041,0.000264,0.00399,24.7176,45.7219,6.0298,23,0.00115,7,0,0
1604,1,25,24,300,43.4706,0.00017,0.000195,4,0,0.000122,0.002995,61.2082,106.1138,2.7724,16,0.000767,8,0,0
10016,8,NULL,NULL,NULL,274.3404,0.023131,0.000739,8,0.000622,0.003552,0.005355,19.1568,36.3098,5.2811,28,0.000739,6,0,0
3267,2,24,8,150,67.4424,0.001541,0.000186,7,0.000029,0.000371,0.002369,57.5515,99.6386,4.7892,18,0.000913,6,0,0
6371,3,19,12,500,46.9446,0.000408,0.000259,5,0,0.000025,0.001976,69.1572,127.5,4.2625,13,0.000284,2,0,0
1591,6,24,14,700,134.7282,0.004111,0.000579,5,0.000058,0.000811,0.002635,15.2889,49.6264,8.2088,16,0.0011,5,0,0
1988,7,18,24,500,172.3362,0.00474,0.000717,5,0.000235,0.000353,0.007971,18.0054,30.2604,3.3221,27,0.00092,6,0,0
8898,5,24,14,1260,143.6286,0.011729,0.000563,4,0.000021,0.000096,0.004522,36.4518,56.5164,3.507,28,0.001189,11,0.000064,0.000042
652,3,17,8,730,114.2478,0.000792,0.000113,1,0,0.000113,0.002036,24.1509,79.037,10.2222,9,0.001244,4,0,0.000075
6466,4,24,12,500,95.7972,0.00657,0.000441,6,0.000044,0.000209,0.003087,48.6452,79.8429,3.8643,28,0.00075,7,0,0.000077
7527,4,21,42,800,86.3022,0.000594,0.00014,2,0,0.000454,0.002644,22.8673,72.4053,6.0176,20,0.000373,7,0,0
4699,7,23,14,750,166.5456,0.006804,0.000361,6,0.000764,0.000605,0.004065,18.4845,49.2562,6.1219,26,0.000664,7,0,0
8941,2,18,24,730,64.8402,0.002322,0.000491,5,0.000227,0.000283,0.00219,63.687,81.3103,4.6379,23,0.000566,6,0,0.000057
5464,4,20,8,150,156.8004,0.013478,0.000666,5,0.000083,0.000067,0.003162,35.619,71.5368,5.3,23,0.001065,6,0,0.00015
4012,2,18,28,310,79.4268,0.003302,0.000242,3,0,0.000209,0.003092,66.0314,66.6875,3.6823,29,0.000821,7,0.000048,0.000048
